record_id,source_id,source_sha256,locator,material_formula,phase,isotope_composition,temperature_K,density_g_cm3,beam_conditions,observable,normalization,reported_value,reported_uncertainty,units,efficiency_correction,attenuation_correction,cascade_correction,transfer_assumption,stopping_model,covariance_reference,primary_read,inferable_parameter,qualification,missing_inputs,capture_branch_correction
Suzuki1980-Table 1-7-13,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 13: MnO2,MnO2,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",3.00,0.17,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Mn/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-14,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 14: CuO,CuO,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",4.06,0.23,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Cu/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-15,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 15: ZnO,ZnO,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",2.39,0.10,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Zn/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-16,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 16: GeO,GeO,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",2.24,0.12,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Ge/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-17,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 17: GeO2,GeO2,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",2.41,0.13,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Ge/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-18,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 18: CdO,CdO,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",1.93,0.07,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Cd/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-19,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 19: SnO2,SnO2,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",2.15,0.11,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Sn/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-20,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 20: BaO,BaO,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",2.27,0.09,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Ba/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-21,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 21: NdO2,NdO2,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",4.13,0.29,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Nd/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-22,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 22: HgO,HgO,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",3.75,0.29,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Hg/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-23,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 23: Pb3O4,Pb3O4,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",3.87,0.29,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Pb/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-24,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 24: PbO2,PbO2,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",3.21,0.23,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Pb/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Baijal1962OSTI-Table IV-55-3,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 3: CuAu,"solution(Cu,Au)",solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.26,0.023,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-4,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 4: CuAu,"solution(Cu,Au)",solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.77,0.023,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-5,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 5: CuAu,"solution(Cu,Au)",solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.55,0.34,0.032,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-6,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 6: AgLi,"solution(Ag,Li)",solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.921,0.023,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-7,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 7: AgLi,"solution(Ag,Li)",solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.079,0.023,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-8,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 8: AgLi,"solution(Ag,Li)",solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.55,11.66,3.39,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-9,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 9: CuS^†,CuS,solid,,,,,other,"atomic-capture probability C1 or C2; Baijal1962OSTI p.55; oxygen-capture footnote Baijal1962OSTI-Table IV-55-28: After the atomic captures in oxygen are estimated, the sum is about 0.98 in CuS. The ratio C1/C2 remains unchanged. In the case of PbS, the sum changes from 0.89 to 0.94 after estimation of the correction for captures in oxygen. The ratio C1/C2 again remains the same. For details see text (Sec. V.C).",0.51,0.015,,,,,,oxygen-capture correction as printed in Baijal1962OSTI-Table IV-55-28,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;inferable_parameter,
Baijal1962OSTI-Table IV-55-10,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 10: CuS^†,CuS,solid,,,,,other,"atomic-capture probability C1 or C2; Baijal1962OSTI p.55; oxygen-capture footnote Baijal1962OSTI-Table IV-55-28: After the atomic captures in oxygen are estimated, the sum is about 0.98 in CuS. The ratio C1/C2 remains unchanged. In the case of PbS, the sum changes from 0.89 to 0.94 after estimation of the correction for captures in oxygen. The ratio C1/C2 again remains the same. For details see text (Sec. V.C).",0.27,0.024,,,,,,oxygen-capture correction as printed in Baijal1962OSTI-Table IV-55-28,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;inferable_parameter,
Baijal1962OSTI-Table IV-55-11,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 11: CuS^†,CuS,solid,,,,,other,"observed relative captures reaching mesic K shell; Baijal1962OSTI p.55; oxygen-capture footnote Baijal1962OSTI-Table IV-55-28: After the atomic captures in oxygen are estimated, the sum is about 0.98 in CuS. The ratio C1/C2 remains unchanged. In the case of PbS, the sum changes from 0.89 to 0.94 after estimation of the correction for captures in oxygen. The ratio C1/C2 again remains the same. For details see text (Sec. V.C).",1.89,0.18,,,,,,oxygen-capture correction as printed in Baijal1962OSTI-Table IV-55-28,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;inferable_parameter,
Baijal1962OSTI-Table IV-55-12,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 12: Sb2S3,Sb2S3,solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.59,0.015,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-13,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 13: Sb2S3,Sb2S3,solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.36,0.020,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-14,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 14: Sb2S3,Sb2S3,solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.55,1.64,0.10,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-15,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 15: PbS^†,PbS,solid,,,,,other,"atomic-capture probability C1 or C2; Baijal1962OSTI p.55; oxygen-capture footnote Baijal1962OSTI-Table IV-55-28: After the atomic captures in oxygen are estimated, the sum is about 0.98 in CuS. The ratio C1/C2 remains unchanged. In the case of PbS, the sum changes from 0.89 to 0.94 after estimation of the correction for captures in oxygen. The ratio C1/C2 again remains the same. For details see text (Sec. V.C).",0.66,0.019,,,,,,oxygen-capture correction as printed in Baijal1962OSTI-Table IV-55-28,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;inferable_parameter,
Baijal1962OSTI-Table IV-55-16,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 16: PbS^†,PbS,solid,,,,,other,"atomic-capture probability C1 or C2; Baijal1962OSTI p.55; oxygen-capture footnote Baijal1962OSTI-Table IV-55-28: After the atomic captures in oxygen are estimated, the sum is about 0.98 in CuS. The ratio C1/C2 remains unchanged. In the case of PbS, the sum changes from 0.89 to 0.94 after estimation of the correction for captures in oxygen. The ratio C1/C2 again remains the same. For details see text (Sec. V.C).",0.23,0.027,,,,,,oxygen-capture correction as printed in Baijal1962OSTI-Table IV-55-28,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;inferable_parameter,
Baijal1962OSTI-Table IV-55-17,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 17: PbS^†,PbS,solid,,,,,other,"observed relative captures reaching mesic K shell; Baijal1962OSTI p.55; oxygen-capture footnote Baijal1962OSTI-Table IV-55-28: After the atomic captures in oxygen are estimated, the sum is about 0.98 in CuS. The ratio C1/C2 remains unchanged. In the case of PbS, the sum changes from 0.89 to 0.94 after estimation of the correction for captures in oxygen. The ratio C1/C2 again remains the same. For details see text (Sec. V.C).",2.87,0.35,,,,,,oxygen-capture correction as printed in Baijal1962OSTI-Table IV-55-28,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;inferable_parameter,
Baijal1962OSTI-Table IV-55-18,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 18: CuO,CuO,solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.86,0.019,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-19,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 19: CuO,CuO,solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.14,0.019,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-20,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 20: CuO,CuO,solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.55,6.14,0.85,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
